B,BNNB,NBNB,NBNB,C,D,NBNB,NBNB,FF,A
ANANYA HERBAL PRIVATE LIMITED,,,,NEW DELHI,110058,0.1,1,212506847,1484
NEOVA SOLUTIONS PRIVATE LIMITED,,,,PUNE,411028,0.1,1,212506848,1485
HARSH ENTERPRISES,,,,LUCKNOW,226001,0.1,1,212506849,1486
KAALBI TECHNOLOGIES PVT LTD,,,,BANGALORE,560102,0.1,1,212506850,1487
MANAKSIA COATED METALS &AMP; INDUSTRIES LIMITED,,,,KACHHA,370205,0.1,1,212506851,1488
ADVANCED TECHNOLOGY CONSULTING SERVICE PRIVATE LIMITED,,,,JAIPUR,302033,0.1,1,212506852,1489
DEPENDO LOGISTICS SOLUTIONS PVT LTD,,,,BANGALORE,560103,0.1,1,212506853,1490
DEVINDAR KUMAR,,,,GURGAON,122001,0.1,1,212506854,1491
ENGATI TECHNOLOGIES PRIVATE LIMITED,,,,BANGALORE,560102,0.1,1,212506855,1492
M T AND T RENTALS LIMITED,,,,GHAZIABAD,201010,0.1,1,212506796,1493
M T AND T RENTALS LIMITED,,,,GHAZIABAD,201010,0.1,1,212506797,1494
THE INDIAN HUME PIPE CO. LTD.,,,,BELLARY,583201,0.1,1,212506798,1495
CONVERGENCE CHEMICALS PRIVATE LIMITED,,,,BHARUCH,392130,0.1,1,212506799,1496
MAA HARSIDDHI INFRA DEVELOPERS PVT LTD,,,,RAIPUR,492015,0.1,1,212506800,1497
MULTI INFRATECH PVT. LTD.,,,,NEW DELHI,110055,0.1,1,212506801,1498
M S CRANEX LTD,,,,GHAZIABAD,201010,0.1,1,212506802,1499
MAA HARSIDDHI INFRA DEVELOPERS PVT LTD,,,,RAIPUR,492015,0.1,1,212506803,1500
NEW RAMKRISHNA STONE WORKS,,,,BIRBHUM,731243,0.1,1,212506570,1501
M/S B M AGRAWAL & CO,,,,INDORE,452001,0.1,1,212506571,1502
M/S SAI TRANSPORT CO.,,,,DURG,491228,0.1,1,212506572,1503
RAMESH KUMAR BANSAL,,,,SRIGANGANAGAR,335001,0.1,1,212506573,1504
SRR PROJECTS PRIVATE LIMITED,,,,RANGAREDDY ,500084,0.1,1,212506574,1505
S P CONSTRUCATION CO,,,,NEW DELHI,110005,0.1,1,212506575,1506
THE KODINAR TALUKA CO OPERATIVE BANKING UNION LTD,,,,JUNAGADH,362720,0.1,1,212506596,1507
VIVEK STEELS SKYLINE PVT LTD,,,,INDORE,452001,0.1,1,212506597,1508
SARIN TECHNOLOGIES INDIA PVT. LTD,,,,SURAT,395010,0.1,1,212506598,1509
PROFOST TECHNOLOGIES,,,,COIMBATORE,641006,0.1,1,212506599,1510
M/S BDG METAL & POWER LIMITED,,,,KOLKATA,700001,0.1,1,212506600,1511
EDVEN SOFT SOLUTIONS INDIA PVT LTD,,,,HYDERABAD ,500081,0.1,1,212506601,1512
HAN KHAN CONSTRUCTION PVT LTD,,,,TIRUVALLUR,602105,0.1,1,212506602,1513
DETECTIVE AND SECURITY SERVICES,,,,VADODARA,390007,0.1,1,212506603,1514
DOYEN ENGINEERING SERVICES PRIVATE LIMITED,,,,THANE,400710,0.1,1,212506604,1515
WELCOME TEXTILES,,,,THANE,421302,0.1,1,212506605,1516
ZEP TECH SYSTEMS PRIVATE LIMITED,,,,GAUTAM BUDH NAGAR,201305,0.1,1,212506606,1517
SAI ROADLINES,,,,NEW DELHI,110033,0.1,1,212506607,1518
AMOL PAPER MILLS PVT LTD,,,,MUMBAI,400001,0.1,1,212506608,1519
AMBUJA CEMENTS LTD.,,,,MUMBAI,400059,0.1,1,212506609,1520
SAI ACCUMULATOR INDUSTRIES,,,,AHMADNAGAR,422608,0.1,1,212506610,1521
RUCHIRA PRINTING & PACKAGING,,,,SIRMOUR,173001,0.1,1,212506611,1522
BIOPRIME AGRISOLUTIONS PVT LTD,,,,PUNE,411014,0.1,1,212506612,1523
PRECISION TOOLS AND COMPONENTS,,,,GHAZIABAD,201010,0.1,1,212506613,1524
ACC LTD.,,,,MUMBAI,400020,0.1,1,212506614,1525
SUNRISE ENGINEERS,,,,HYDERABAD,500094,0.1,1,212506615,1526
DEXTER CAPITAL ADVISORS PRIVATE LIMITED,,,,JAIPUR,302001,0.1,1,212506804,1527
USHA MARTIN LIMITED,,,,KOLKATA,700071,0.1,1,212506805,1528
ACG ASSOCIATED CAPSULES PVT LTD,,,,MUMBAI,400021,0.1,1,212506167,1529
T.R.M PUBLIC SCHOOL,,,,GHAZIABAD,201204,0.1,1,212506166,1530
RAKS PHARMA PVT LTD,,,,BHARUCH,392130,0.1,1,212506165,1531
SEAGATE TECHNOLOGY HDD INDIA PVT LTD,,,,PUNE,411014,0.1,1,212506164,1532
TATA STEEL LONG PRODUCTS LIMITED,,,,SERAIKELA-KHARSAWAN,832108,0.1,1,212506163,1533
ABB INDIA LIMITED,,,,BANGALORE,560058,0.1,1,212506162,1534
CAPGEMINI TECHNOLOGY SERVICES INDIA LTD,,,,THANE,400708,0.1,1,212506161,1535
GURU NANAK COLLEGE,,,,CHENNAI,600042,0.1,1,212506160,1536
TALENTPRO INDIA HR PRIVATE LIMITED,,,,CHENNAI,600008,0.1,1,212506159,1537
THOMAS COOK INDIA LIMITED,,,,MUMBAI,400001,0.1,1,212506158,1538
HINDUJA GLOBAL SOLUTIONS LTD,,,,MUMBAI,400050,0.1,1,212506157,1539
NIELSEN (INDIA) PRIVATE LIMITED,,,,MUMBAI,400079,0.1,1,212506156,1540
VERSATILE FOOD COURTS PRIVATE LIMITED,,,,NEW DELHI,110017,0.1,1,212506636,1541
VERIFONE INDIA SALES PVT LTD,,,,NEW DELHI,110017,0.1,1,212506637,1542
RAVAGO MANUFACTURING INDIA PRIVATE LIMITED,,,,VADODARA,391775,0.1,1,212506638,1543
TELECOM NETWORK SOLUTIONS PVT LTD,,,,GAUTAM BUDDHA NAGAR,201301,0.1,1,212506639,1544
LOKMAT MEDIA PVT LTD,,,,AURANGABAD,431003,0.1,1,212506640,1545
SRIKARAM PRESCIENCE PRIVATE LIMITED,,,,NOIDA,201301,0.1,1,212506641,1546
VEAVE TECHNOLOGIES PVT LTD,,,,BANGALORE,560070,0.1,1,212506642,1547
UJALA CREDIT CO-OPERATIVE SOCIETY LIMITED,,,,NEW DELHI,110034,0.1,1,212506643,1548
ACCULOGIX SOFTWARE SOLUTION PRIVATE LIMITED,,,,BANGALORE,560027,0.1,1,212506644,1549
LIGHTING TECHNOLOGIES INDIA PVT LTD,,,,BANGALORE,560096,0.1,1,212506645,1550
GURIT WIND PRIVATE LIMITED,,,,PUNE,411007,0.1,1,212506876,1551
EBEST MOBILE TECHNOLOGY PRIVATE LIMITED,,,,BANGALORE,560034,0.1,1,212506877,1552
TELEPERFOMANCE BUSINESS SERVICES INDIA LIMITED,,,,MUMBAI,400090,0.1,1,212506878,1553
RANDSTAD INDIA PRIVATE LIMITED,,,,CHENNAI,600006,0.1,1,212506879,1554
SPANDANA MUTUAL BENEFIT TRUST,,,, HYDERABAD,500008,0.1,1,212506880,1555
MADIBA CONSULTING INDIA PRIVATE LIMITED,,,,PUNE,411045,0.1,1,212506881,1556
ENPHASE SOLAR ENERGY PRIVATE LIMITED,,,,BANGALORE,560038,0.1,1,212506882,1557
ROBIN SOFTWARE DEVELOPMENT CENTER INDIA PVT LTD,,,,BANGALORE,560103,0.1,1,212506883,1558
ENSONO TECHNOLOGIES LLP,,,,PUNE,411057,0.1,1,212506884,1559
OORJA TECHNICAL SERVICES PVT LTD,,,,INDORE,452001,0.1,1,212506885,1560
ETEAM INFORMATICA INDIA PVT LTD,,,,THIRUVANANTHAPURAM,695581,0.1,1,212506886,1561
BAJAJ ELECTRICALS LTD,,,,MUMBAI,400001,0.1,1,212506887,1562
SPERENE COMPOUNDING PRIVATE LIMITED,,,,GAUTAM BUDH NAGAR,201306,0.1,1,212506888,1563
ROCKWELL AUTOMATION INDIA PVT LTD,,,,GHAZIABAD,201010,0.1,1,212506889,1564
CIPHERHUT SOFTWARE INDIA PVT. LTD.,,,,PUNE,411014,0.1,1,212506890,1565
VITALCORE INDUSTRIALS PRIVATE LIMITED,,,,CHENNAI,600061,0.1,1,212506891,1566
EELLC BPO SERVICES PRIVATE LIMITED,,,,HYDERABAD,500084,0.1,1,212506892,1567
QR SYSTEM LLP,,,,MUMBAI,400070,0.1,1,212506893,1568
TATA STEEL MINING LIMITED,,,,CUTTACK,754027,0.1,1,212506894,1569
ONSURITY TECHNOLOGIES PRIVATE LIMITED,,,,BANGALORE,560103,0.1,1,212506895,1570
ARCHON CONSULTING SYSTEMS PVT LTD,,,,BANGALORE,560038,0.1,1,212506646,1571
EASTERN INTERNATIONAL HOTELS  LTD,,,,MUMBAI,400049,0.1,1,212506647,1572
QX GLOBAL SERVICES PRIVATE LIMITED,,,,AHMEDABAD,380054,0.1,1,212506648,1573
AUDIENCE COMMUNICATIONS SYSTEMS INDIA PRIVATE LIMITED,,,,BANGALORE,560103,0.1,1,212506649,1574
FUJI TECHNICAL SERVICES PVT LTD,,,,THANE,400705,0.1,1,212506650,1575
BD & P HOTELS (INDIA) PRIVATE LIMITED,,,,MUMBAI,400099,0.1,1,212506651,1576
M/S ENTERPRISE SIGNAL INDIA PVT LTD,,,, HYDERABAD,500081,0.1,1,212506652,1577
FINXERA INDIA PRIVATE LIMITED,,,,CHANDIGARH,160101,0.1,1,212506653,1578
PRAKASH CHEMICALS INTERNATIONAL PVT LTD,,,,VADODARA,390016,0.1,1,212506654,1579
ZODIAC EXPRESS PVT LTD,,,,KOLKATA,700026,0.1,1,212506655,1580
BONACE ENGINEERS PVT LTD,,,,THANE,400604,0.1,1,212505916,1581
ZENTEST SOFTWARE PVT LTD,,,,PUNE,411007,0.1,1,212505917,1582
ARGOID ANALYTICS PRIVATE LIMITED,,,,BANGALORE,560093,0.1,1,212505918,1583
MS NAVIGATE CONSULTING BUSINESS SOLUTIONS INDIA PVT LTD,,,,PUNE,411045,0.1,1,212505919,1584
ORCHESTRA TELECOM SERVICES PRIVATE LIMITED,,,,NEW DELHI,110092,0.1,1,212505920,1585
CLOUD RIPPLES PVT LTD,,,,CHENNAI,600077,0.1,1,212505921,1586
SOFFRONT SOFTWARE PRIVATE LIMITED,,,,KOLKATA,700091,0.1,1,212505922,1587
INKARP INSTRUMENTS PVT LTD,,,, HYDERABAD,500007,0.1,1,212505923,1588
AYE FINANCE PRIVATE LIMITED,,,,GURGAON,122009,0.1,1,212505924,1589
EXPRESSO LOGISTICS,,,,VADODARA,390007,0.1,1,212505925,1590
NETAFIM AGRICULTURAL FINANCING AGENCY PVT LTD,,,,THANE,400705,0.1,1,212505926,1591
DECCAN SALES AND SERVICE PRIVATE LIMITED,,,,INDORE,452001,0.1,1,212505927,1592
4A DESIGN & ENGINEERING PRIVATE LIMITED,,,,CHENNAI,600032,0.1,1,212505928,1593
VISTAS TECHNOLABS PRIVATE LIMITED,,,,JAIPUR,302016,0.1,1,212505929,1594
APS TECH ENTERPRISES,,,,PUNE,411041,0.1,1,212505930,1595
TAGROS CHEMICALS INDIA PRIVATE LIMITED,,,,BHARUCH,394116,0.1,1,212505931,1596
GRAND CITY HOSPITALITY PVT LTD,,,,LUCKNOW,226008,0.1,1,212505932,1597
INGKA CENTRES INDIA PRIVATE LIMITED,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212505933,1598
CPPIB INDIA ADVISORS PVT. LTD,,,,MUMBAI,400051,0.1,1,212505934,1599
INVENTIVE SOFTWARE SOLUTIONS PRIVATE LIMITED,,,,AGRA,282001,0.1,1,212505935,1600
NEW ERA INFORMATIQUE PVT LTD,,,,MUMBAI,400042,0.1,1,212506256,1601
THOMAS COOK INDIA LIMITED,,,,MUMBAI,400013,0.1,1,212506257,1602
SOTC TRAVEL LIMITED,,,,MUMBAI,400013,0.1,1,212506258,1603
RUN SERVICE INFOCARE PRIVATE LIMITED,,,,CHENNAI,600058,0.1,1,212506259,1604
VIGEL MANUFACTURING TECHNOLOGIES PVT LTD,,,,PUNE,412210,0.1,1,212506260,1605
REAN WATERTECH PRIVATE LIMITED,,,,KOLKATA,700156,0.1,1,212506261,1606
ABAD INSULATION (P) LTD,,,,AHMEDABAD,380015,0.1,1,212506262,1607
PGP GLASS PRIVATE LIMITED,,,,VADODARA,390005,0.1,1,212506263,1608
AGROCORP INDIA TRADE SERVICES PRIVATE LIMITED,,,,KOLKATA,700013,0.1,1,212506264,1609
JRD SYSTEMS PVT LTD,,,,HYDERABAD,500034,0.1,1,212506265,1610
ENQUERO GLOBAL LLP,,,,BANGALORE,560095,0.1,1,212506266,1611
LENOVO INDIA PRIVATE LIMITED,,,,BANGALORE,560037,0.1,1,212506267,1612
MAKE MY TRIP INDIA PVT LTD,,,,GURGAON,122016,0.1,1,212506268,1613
PFIZER HEALTHCARE INDIA PRIVATE LTD,,,,KANCHIPURAM,602105,0.1,1,212506269,1614
TRAVEL CORPORATION (INDIA) LTD,,,,GURGAON,122001,0.1,1,212506270,1615
SEAGATE TECHNOLOGY HDD INDIA PVT LTD,,,,PUNE,411014,0.1,1,212506271,1616
TCI GO VACATION INDIA PVT LTD,,,,GURGAON,122001,0.1,1,212506272,1617
MOTOROLA MOBILITY INDIA PRIVATE LIMITED,,,,BANGALORE,560093,0.1,1,212506273,1618
TC TOURS LTD,,,,MUMBAI,400013,0.1,1,212506274,1619
SILVER SPARK APPAREL LTD.,,,,BANGALORE,561203,0.1,1,212506275,1620
MMC HEALTHCARE LIMITED,,,,TIRUVALLUR,600124,0.1,1,212506236,1621
HINDUSTAN URVARAK RASAYANLIMITED & JAI MANGLA CONSTRUCTION,,,,BEGUSARAI,851135,0.1,1,212506237,1622
J K MINERALS,,,,BALAGHAT,481332,0.1,1,212506238,1623
SAFEKEM,,,,MUMBAI,400059,0.1,1,212506239,1624
ABS INFRATECH AND INVESTMENT,,,,SOLAN,173212,0.1,1,212506240,1625
SVAN ANALYTICAL INSTRUMENTS PVT. LTD,,,,THANE,421202,0.1,1,212506241,1626
R G ICON,,,,NEW DELHI,110033,0.1,1,212506242,1627
TEAMLEASE EDUCATION FOUNDATION,,,,BANGALORE,560095,0.1,1,212506243,1628
CORNERSTONE ONDEMAND SERVICES INDIA PRIVATE LIMITED,,,,MUMBAI,400093,0.1,1,212506244,1629
SHRI SAGAR STEVEDORES LLP,,,,BHAVNAGAR,364002,0.1,1,212506245,1630
FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE,,,,CHHINDWARA,480001,0.1,1,212506246,1631
LEVO.AI INDIA PRIVATE LIMITED,,,,HYDERABAD ,500081,0.1,1,212506247,1632
INDIA YAMAHA MOTOR PRIVATE LIMITED,,,,NOIDA,201306,0.1,1,212506248,1633
IGARASHI MOTORS INDIA LTD,,,,CHENNAI,600045,0.1,1,212506249,1634
HOONAR TEKWURKS PRIVATE LIMITED,,,,PUNE,411013,0.1,1,212506250,1635
SOCIETE GENERALE,,,,MUMBAI,400013,0.1,1,212506251,1636
TEMASEK HOLDINGS ADVISORS INDIA PRIVATE LIMITED.,,,,MUMBAI,400051,0.1,1,212506252,1637
LORDS FREIGHT (INDIA) PRIVATE LIMITED,,,,MUMBAI,400072,0.1,1,212506253,1638
ASIAN HEART INSITUTE & RESEARCH CENTRE PVT LTD,,,,MUMBAI,400051,0.1,1,212506254,1639
PGP GLASS PRIVATE LIMITED,,,,VADODARA,390005,0.1,1,212506255,1640
ANTELOPUS ENERGY PVT. LTD,,,,GURGAON,122002,0.1,1,212506292,1641
ACG PHARMAPACK PVT.LTD.,,,,MUMBAI,400102,0.1,1,212506293,1642
APPSTEC ERP SOLUTIONS PVT LTD,,,,BANGALORE,560078,0.1,1,212506294,1643
SCOTT EDIL PHARMACIA LTD,,,,CHANDIGARH,160002,0.1,1,212506295,1644
MAYUR CORPORATION,,,,INDORE,452001,0.1,1,212507391,1645
TENAZX TECHNOLOGIES PRIVATE LIMITED,,,,HYDERABAD,500033,0.1,1,212507392,1646
GEOSPATIAL MEDIA AND COMMUNICATIONS PRIVATE LIMITED,,,,NOIDA,201301,0.1,1,212507393,1647
ATOS INDIA HYDRAULICS PVT LTD,,,,AHMEDABAD,382213,0.1,1,212507394,1648
BDI SYSTEMS AND TECHNOLOGIES PVT LTD,,,,BANGALORE,560102,0.1,1,212507395,1649
HIDROGLOBAL INDIA PRIVATE LIMITED,,,,THANE,421302,0.1,1,212507389,1650
POSCO INDIA PROCESSING CENTER PRIVATE LIMITED,,,,REWARI,123501,0.1,1,212506098,1651
POSCO MAHARASHTRA STEEL PRIVATE LIMITED,,,,RAIGARH(MH),402308,0.1,1,212506100,1652
JAKOB MULLER INDIA PVT LTD,,,,BANGALORE,560099,0.1,1,212506099,1653
POSCO INDIA PROCESSING CENTER PRIVATE LIMITED,,,,AHMEDABAD,382110,0.1,1,212506102,1654
EL CHICO CLUTCH PRIVATE LIMITED,,,,FARIDABAD,121005,0.1,1,212506103,1655
EL CHICO CLUTCH PRIVATE LIMITED,,,,FARIDABAD,121005,0.1,1,212506105,1656
HALDIA PETROCHEMICALS LIMITED,,,,KOLKATA,700017,0.1,1,212506106,1657
NAYARA ENERGY LIMITED,,,,JAMNAGAR,361305,0.1,1,212506107,1658
PROVOGUE (INDIA) LTD. (DIV. ACME GLOBAL),,,,MUMBAI,400053,0.1,1,212506109,1659
HALDIA PETROCHEMICALS LIMITED,,,,KOLKATA,700017,0.1,1,212506108,1660
EPAM SYSTEMS INDIA PVT LTD,,,,HYDERABAD,500081,0.1,1,212506115,1661
MS ANNU TANDON AND MR SHALIN N TANDON,,,,MUMBAI,400026,0.1,1,212506114,1662
TEGA INDUSTRIES  LTD,,,,KOLKATA,700053,0.1,1,212506113,1663
FLOWSERVE INDIA CONTROLS PVT LTD,,,,BANGALORE,560066,0.1,1,212506112,1664
NESTLE INDIA LTD,,,,GURGAON,122002,0.1,1,212506111,1665
BENGAL ENERGY LTD,,,,KOLKATA,700007,0.1,1,212506110,1666
BALBIR SINGH BAJAJ,,,,NEW DELHI,110013,0.1,1,212507115,1667
KSP HYDRO ENGINEERS PVT. LTD.,,,,JAIPUR,302006,0.1,1,212507114,1668
"THEPUNEDISTRICTCENTRALCOOPERATIVEBANKLTD,PUNE&AMP;THEMAHARASHTRASTATECOOPERATIVEBANKMUMBAIAC SHRIAMBALIKASUGARPVTLTD",,,,AHMEDNAGAR,414403,0.1,1,212507113,1669
KISHORE POLYMOULDS,,,,AURANGABAD,431133,0.1,1,212507112,1670
GREEN BIOCOAL,,,,RAJKOT,360002,0.1,1,212507111,1671
H B ENTERPRISES,,,,LUCKNOW,226003,0.1,1,212507110,1672
M/S S J FABRICS,,,,LUDHIANA,141007,0.1,1,212507109,1673
AAN APPARELS & ACCESSORIES,,,,GAUTAM BUDH NAGAR,201305,0.1,1,212507108,1674
AWADH ENTERPRISES PVT LTD,,,,LUCKNOW,226018,0.1,1,212507107,1675
MRS. SAVITRI AGARWAL,,,,NEW DELHI,110024,0.1,1,212507106,1676
AWADH MEDICALS,,,,LUCKNOW,226018,0.1,1,212507105,1677
"THEPUNEDISTRICTCENTRALCOOPERATIVEBANKLTD,PUNE&AMP;THEMAHARASHTRASTATECOOPERATIVEBANKMUMBAIAC SHRIAMBALIKASUGARPVTLTD",,,,AHMEDNAGAR,414403,0.1,1,212507104,1678
S.R. SALT. CORPORATION,,,,NAGPUR,441302,0.1,1,212507103,1679
AMAN INDUSTRIES,,,,NAGPUR,441304,0.1,1,212507102,1680
VIJAY SANITARY STORE,,,,GHAZIABAD,201001,0.1,1,212507101,1681
MANTRI TRADERS,,,,NAGPUR,440002,0.1,1,212507100,1682
JINKRUPA POLYMERS,,,,MUMBAI,400064,0.1,1,212507099,1683
BALBIR SINGH BAJAJ,,,,DEHRADUN,248001,0.1,1,212507098,1684
V. R. CREATION,,,,SURAT,395002,0.1,1,212507097,1685
CHD DEVELOPERS LIMITED,,,,NEW DELHI,110033,0.1,1,212507096,1686
ADITYA INTERNATIONAL,,,,MUMBAI,400064,0.1,1,212505335,1687
FASHION N FIBERS,,,,MUMBAI,400003,0.1,1,212505334,1688
INFIGO LIFESCIENCES PVT LTD,,,,THANE,400604,0.1,1,212505333,1689
DIAKEM INDIA PVT LTD,,,,MUMBAI,400059,0.1,1,212505332,1690
KUKREJA BUILDERS PVT LTD,,,,PUNE,412108,0.1,1,212505331,1691
INFIGO LIFESCIENCES PVT LTD,,,,THANE,400604,0.1,1,212505330,1692
INFIGO LIFESCIENCES PVT LTD,,,,THANE,400604,0.1,1,212505329,1693
TALIS VALVES INDIA PVT LTD,,,,HYDERABAD ,500032,0.1,1,212505316,1694
SAMIR TECH CHEM PVT LTD,,,,VADODARA,390010,0.1,1,212505322,1695
QUALITY BIZ CHEM INDIA PVT LTD,,,,MUMBAI,400064,0.1,1,212505325,1696
NOVA COSMETICS PVT LTD,,,,THANE,421506,0.1,1,212505324,1697
ITHOUGHT FINANCIAL CONSULTING LLP,,,,CHENNAI,600018,0.1,1,212506675,1698
DYUTI TECHNOLOGIES,,,,BANGALORE,560004,0.1,1,212506674,1699
SHRI BAJRANG POWER & ISPAT LTD,,,,RAIPUR,493116,0.1,1,212506673,1700
ENTERPRISE SOFTLABS PVT LTD,,,,HYDERABAD ,500081,0.1,1,212506672,1701
ROHAN HOUSING PVT LTD,,,,PUNE,411005,0.1,1,212506671,1702
IKEA INDIA PRIVATE LIMITED,,,,BANGALORE,560045,0.1,1,212506670,1703
CENTRIC CONSULTING INDIA PRIVATE LIMITED,,,,GURGAON,122018,0.1,1,212506669,1704
EXIDE INDUSTRIES LTD,,,,KOLKATA,700020,0.1,1,212506668,1705
DTC PROJECTS PVT LTD,,,,KOLKATA,700001,0.1,1,212506667,1706
CAPITAL VEHICLES SALES LTD,,,,GURGAON,122001,0.1,1,212506666,1707
ENZENE BIOSCIENCES LIMITED,,,,PUNE,411026,0.1,1,212506665,1708
TSYS CARD TECH SERVICES INDIA LLP,,,,GAUTAM BUDH NAGAR,201307,0.1,1,212506664,1709
ZOMATO LIMITED,,,,GURGAON,122009,0.1,1,212506663,1710
WIDEX INDIA PVT. LTD.,,,,Chandigarh,160036,0.1,1,212506662,1711
DHARMAJ CROP GUARD LIMITED,,,,AHMEDABAD,380058,0.1,1,212506661,1712
FINDOC INVESTMART PRIVATE LIMITED,,,,LUDHIANA,141001,0.1,1,212506660,1713
BIZ METRIC INDIA PVT LTD,,,,PUNE,411057,0.1,1,212506659,1714
COFACE INDIA CREDIT MANAGEMENT SERVICES PVT LTD,,,,MUMBAI,400054,0.1,1,212506658,1715
LABORATE PHARMACEUTICALS INDIA LIMITED,,,,PANIPAT,132103,0.1,1,212506657,1716
ECLINICALWORKS INDIA PRIVATE LIMITED,,,,MUMBAI,400072,0.1,1,212506656,1717
GERMAN EMBASSY SCHOOL NEW DELHI (DEUTSCHE BOTSCHAFTSSCHULE NEW DELHI),,,,NEW DELHI,110021,0.1,1,212506195,1718
CAPGEMINI TECHNOLOGY SERVICES INDIA LTD,,,,BANGALORE,560066,0.1,1,212506194,1719
B & R INDUSTRIAL AUTOMATION PVT LTD,,,,PUNE,411003,0.1,1,212506193,1720
ABB GLOBAL INDUSTRIES & SERVICES PRIVATE LIMITED,,,,BANGALORE,560058,0.1,1,212506192,1721
CAPGEMINI TECHNOLOGY SERVICES INDIA LTD,,,,K.V.RANGAREDDY,500032,0.1,1,212506191,1722
CHEROKEE INDIA PRIVATE LIMITED,,,,MUMBAI,400096,0.1,1,212506190,1723
J K TYRES AND INDUSTRIES LTD,,,,NEW DELHI,110002,0.1,1,212506189,1724
ANVAYAA KIN CARE PVT LTD,,,,HYDERABAD,500033,0.1,1,212506188,1725
M/S MANJUSHREE TECHNOPACK LTD,,,,BANGALORE,560099,0.1,1,212506187,1726
TAEWOONG LOGISTICS PRIVATE LIMITED,,,,CHENNAI,600001,0.1,1,212506186,1727
R K CLEARING PVT LTD,,,,NEW DELHI,110065,0.1,1,212506185,1728
BUMIPUTRA HOTELS PRIVATE LIMITED,,,,BANGALORE,560052,0.1,1,212506184,1729
ACG PHARMAPACK PVT. LTD,,,,MUMBAI,400102,0.1,1,212506183,1730
ACG VALUE LINKS LLP,,,,MUMBAI,400067,0.1,1,212506182,1731
JASJIT SINGH PROPERTY TRUST,,,,MUMBAI,400102,0.1,1,212506181,1732
MAZAGON DOCK SHIPBUILDERS LIMITED,,,,MUMBAI,400010,0.1,1,212506180,1733
TOPSWA LOGISTICS PVT LTD,,,,CHENNAI,600001,0.1,1,212506179,1734
SCITECH CENTRE,,,,MUMBAI,400102,0.1,1,212506178,1735
ACG INSPECTION SYSTEMS PVT. LTD.,,,,MUMBAI,400067,0.1,1,212506177,1736
ACG CARES FOUNDATION,,,,MUMBAI,400102,0.1,1,212506176,1737
REWARD360 GLOBAL SERVICES PVT. LTD,,,,BANGALORE,560068,0.1,1,212506695,1738
FINXERA INDIA PRIVATE LIMITED,,,,CHANDIGARH,160101,0.1,1,212506694,1739
CBCC GLOBAL RESEARCH LLP,,,,AHMEDABAD,382210,0.1,1,212506693,1740
IFB AGRO INDUSTRIES LIMITED,,,,KOLKATA,700107,0.1,1,212506692,1741
APEX ANALYTIX TECHNOLOGY PRIVATE LIMITED,,,,GURGAON,122006,0.1,1,212506691,1742
B2BE.COM INDIA PVT LTD,,,,CHENNAI,600032,0.1,1,212506690,1743
HI TECH INTERNATIONAL,,,,LUDHIANA,141010,0.1,1,212506689,1744
OCS GROUP (INDIA) PVT LTD,,,,THANE,400610,0.1,1,212506688,1745
EPICTUS SOLUTIONS INDIA PRIVATE LIMITED,,,,BANGALORE,560047,0.1,1,212506687,1746
GOC SERVICES INDIA PRIVATE LIMITED,,,,HYDERABAD,500032,0.1,1,212506686,1747
KAMALJEET SINGH AHLUWALIA,,,,KENDUJHAR,758035,0.1,1,212506685,1748
MAZIK TECH SOLUTIONS PVT LTD,,,,BANGALORE,560102,0.1,1,212506684,1749
DANLAW TECHNOLOGIES INDIA LIMITED,,,,HYDERABAD,500034,0.1,1,212506683,1750
SUREIT SOLUTIONS (INDIA) PRIVATE LIMITED,,,, HYDERABAD ,500081,0.1,1,212506682,1751
SREX POWER INDIA PVT LTD,,,,GAUTAM BUDDHA NAGAR,201309,0.1,1,212506681,1752
SYENA INFOSOFT PVT LTD,,,,HYDERABAD,500081,0.1,1,212506680,1753
PRISMBIZ SOL PRIVATE LIMITED,,,,BANGALORE,560070,0.1,1,212506679,1754
DRD COMMUNICATIONS AND SOFTWARE PVT.LTD,,,,ERNAKULAM,682042,0.1,1,212506678,1755
VSM SOFTWARE PRIVATE LIMITED,,,,BANGALORE,560040,0.1,1,212506677,1756
SVK GLOBAL SOLUTIONS PVT LTD,,,,HYDERABAD,500081,0.1,1,212506676,1757
SWASTIK / RATNAKAR ORNAMENTS,,,,AHMEDABAD,380001,0.1,1,212505495,1758
P S JEWELLERS / BASUDEV BATAKRISHNA MAITY,,,,MUMBAI,400002,0.1,1,212505494,1759
ARIHANT JEWEL WORLD PRIVATE LIMITED,,,,MUMBAI,400002,0.1,1,212505493,1760
SHREE SHANTI,,,,MUMBAI,400058,0.1,1,212505492,1761
MANGAL DARSHAN PREMISES CO OP SOC LTD.,,,,MUMBAI,400050,0.1,1,212505491,1762
DHRUV ENTERPRISES,,,,CHITTOOR,517501,0.1,1,212505490,1763
M/S MODINA INDIA,,,,MALDAH,732128,0.1,1,212505489,1764
FALCON INTERIOR SOLUTIONS INDIA PVT LTD,,,,NEW DELHI,110020,0.1,1,212505488,1765
TECFINE KNITTEX,,,,RAJKOT,360311,0.1,1,212505487,1766
GD INTERNATIONAL TRADING,,,,CHENNAI,600005,0.1,1,212505486,1767
BHAVESHWAR VIHAR CO OP HSG SOC LTD.,,,,MUMBAI,400004,0.1,1,212505485,1768
